ID_REF,probe_id,log2FC,p_value,adj_p_value,mean_tumor,mean_nontumor
TC19000459.hg.1,TC19000459.hg.1,-2.007171063602592,4.385345172249789e-82,6.185310098199715e-79,6.1230529135891425,8.130223977191735
TC10001048.hg.1,TC10001048.hg.1,-2.056094671060709,4.3643942411018586e-82,6.185310098199715e-79,5.78378332252447,7.839877993585179
TC21000552.hg.1,TC21000552.hg.1,-2.090115853861029,7.719159656106313e-82,1.0621940231175755e-78,6.4944432480634156,8.584559101924444
TC03001500.hg.1,TC03001500.hg.1,-2.8220962934867444,8.632615111426468e-82,1.1596068556106153e-78,5.783138758782199,8.605235052268943
TC04002671.hg.1,TC04002671.hg.1,-3.439232067658523,4.187823057840124e-81,5.494618634354049e-78,4.313296715306549,7.752528782965072
TC03001021.hg.1,TC03001021.hg.1,-3.8778214511094697,4.4188999934038375e-81,5.666034086996766e-78,4.434847973338138,8.312669424447607
TC06004132.hg.1,TC06004132.hg.1,-1.0960945320271316,5.001692735877456e-81,6.2707889060607615e-78,5.813226660061252,6.909321192088384
TC06001782.hg.1,TC06001782.hg.1,-2.0944940829958796,5.708671603013521e-81,7.001561619539496e-78,6.855008735963491,8.94950281895937
TC08002262.hg.1,TC08002262.hg.1,-2.9693310809842313,8.809289001348524e-81,1.0574520571874065e-77,6.450255248904101,9.419586329888332
TC12000513.hg.1,TC12000513.hg.1,-1.4656339670420975,2.2510225832627608e-80,2.6457956688024675e-77,7.02566956764547,8.491303534687567
TC04000047.hg.1,TC04000047.hg.1,-1.4952748262618876,3.5692858445156234e-80,4.1096320158343355e-77,6.4387010658740165,7.933975892135904
TC03002345.hg.1,TC03002345.hg.1,-2.034991754677966,3.971114222418462e-80,4.392986709811859e-77,6.343646219900318,8.378637974578284
TC03000332.hg.1,TC03000332.hg.1,-1.9411518809510753,3.9153863001092726e-80,4.392986709811859e-77,6.38782613282892,8.328978013779995
TC12000799.hg.1,TC12000799.hg.1,-2.707358955143219,8.332931375159494e-80,9.040910044687467e-77,4.871754760703776,7.579113715846995
TC15002610.hg.1,TC15002610.hg.1,3.180899607826243,1.62310978462278e-79,1.7277850533744905e-76,9.795462499249386,6.614562891423143
TC06001337.hg.1,TC06001337.hg.1,-3.303467330654616,1.8768277542633102e-79,1.9608679303708785e-76,4.146804650813667,7.450271981468283
TC19001003.hg.1,TC19001003.hg.1,-1.7807241153571916,2.2145125778573613e-79,2.2716067385010293e-76,7.001496305170244,8.782220420527436
TC19001749.hg.1,TC19001749.hg.1,-1.711617235346024,4.570005636866094e-79,4.604117464655559e-76,6.478941561280248,8.190558796626272
TC03002104.hg.1,TC03002104.hg.1,-2.206762135997173,8.374982092962784e-79,8.289469117908322e-76,4.645594799735783,6.852356935732956
TC01002351.hg.1,TC01002351.hg.1,-1.3692137886893345,9.884995511788347e-79,9.615373737656466e-76,6.002999691947399,7.372213480636733
